adm3_en,adm2_en,num_map_tank,num_tank,asc_map_dad,asc_dad,asc_func,asc_damaged,asc_nonfunc,asc_pop,asc_fam,asc_pop_func,asc_pop_damaged,asc_pop_nonfunc,asc_fam_func,asc_fam_damaged,asc_cas,asc_tank_irri,asc_tank_agri,asc_tank_agri_day,asc_tank_agri_com,asc_tank_agri_day_com,asc_reno,asc_breached,asc_needreno,asc_good,asc_bundreha,asc_sluice,asc_sluice2,asc_spill,asc_spill2,asc_length1,asc_length2,asc_length3,asc_length4,asc_length5
,,7,7,,73.469391,8.1632652,18.367348,91.836739,1342,747,2.6612732,31.935278,97.33873,1.338688,37.865749,0,2.0408163,4.0816326,4.0816326,0,0,18.367348,0,18.367348,32.653061,0,18.367348,2.0408163,18.367348,0,0.081632659,0.18367347,0,0.081632659,0
,,8,6,76.5625,100,2.7777777,44.444443,97.222221,125,108,0,66.666664,100,0,41.975307,0,5.5555553,8.333333,2.7777777,2.7777777,2.7777777,0,44.444443,100,0,,11.111111,0,25,2.7777777,0.75,0,0,0.083333336,0
Addalaichenai,Ampara,2,0,25,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Akkaraipattu,Ampara,3,1,100,100,100,0,0,30,30,100,0,0,100,0,0,0,100,0,0,0,0,100,100,0,,100,0,100,0,1.3333334,0,0.33333334,0,0
Alayadivembu,Ampara,4,3,100,100,11.111111,0,88.888893,0,22,,,,33.333332,0,0,22.222221,22.222221,0,0,11.111111,11.111111,100,100,0,0,11.111111,11.111111,100,11.111111,0.083333336,0,0.083333336,0.33333334,0
Ampara,Ampara,10,1,100,100,100,0,0,0,0,,,,,,100,100,100,0,0,0,0,0,100,0,,100,0,100,0,8.1000004,0,0.1,0,0
Damana,Ampara,51,6,9.8423681,44.444443,69.444443,2.7777777,30.555553,476,163,70.378151,2.5910366,29.621849,42.43354,8.1799593,2.7777777,5.5555553,5.5555553,8.333333,0,2.7777777,44.444443,0,100,2.7777777,0,69.444443,2.7777777,69.444443,0,6.6176472,0,0.003267974,0.052287582,0.003267974
Dehiattakandiya,Ampara,30,1,64,100,100,0,0,1170,234,100,0,0,100,0,0,0,0,100,0,0,0,0,100,0,,0,0,100,0,28.033333,0,0,0.033333335,0
Irakkamam,Ampara,5,3,100,100,44.444443,11.111111,55.555557,185,205,57.657658,4.5045047,42.342342,52.03252,7.3170733,0,0,22.222221,0,0,11.111111,100,0,100,44.444443,0,100,44.444443,100,0,0.60000002,0,0.06666667,0.06666667,0
Kalmunai,Ampara,9,4,79.012344,100,25,25,75,273,107,8.2417583,41.758244,91.75824,34.112148,15.887851,0,25,25,0,0,0,0,100,100,0,,56.25,6.25,56.25,0,0.69444442,0.027777778,0.027777778,0.11111111,0
Lahugala,Ampara,123,31,5.1821003,45.889698,41.62331,8.4287205,58.37669,204,1092,55.344719,4.1271348,44.655281,38.284298,10.475009,0.10405827,1.8730489,2.6014569,0.10405827,0,0,5.098855,10.405828,50.364204,3.746098,0,30.072842,2.6014569,50.364204,0,2.3173354,0.004196171,0.031733543,0.021243116,0.006556517
Mahaoya,Ampara,71,30,53.640148,93.444443,11.111111,4,88.888893,4608,527,16.912615,0.84635419,83.087387,16.445288,0.94876659,0,0,0.33333331,0.33333331,0.11111111,1,4,32.111111,64,1.7777778,0,7.1111112,0.44444445,25,0,0.95070422,0.023004696,0.092018783,0.007511737,0.000469484
Navithanveli,Ampara,2,2,100,100,100,0,0,0,133,,,,100,0,0,0,50,0,0,0,0,100,100,0,,100,0,100,0,0,0,0,1,0
Padiyathalawa,Ampara,52,30,40.27367,53.777779,36,7.1111112,64,609,580,33.793102,11.64751,66.206894,24,14.988506,0,2,2.4444444,0.11111111,0,0,4,18.777777,69.444443,4,0,40.111111,0.11111111,64,0.11111111,0.74102563,0.051923078,0.031410258,0.002564103,0
Pottuvil,Ampara,80,58,34.515625,40.695599,20.095125,25,79.904877,223,1116,44.827587,0,55.172413,23.900011,23.342295,0,0.17835909,1.6349584,0,0.029726516,0.029726516,2.9726515,34.363853,65.665878,2.9726515,0,28.567183,1.9024971,47.562424,0.029726516,0.16896552,0.021551725,0.14568965,0.031034485,0.003448276
Sammanthurai,Ampara,1,0,100,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Tirukkovil,Ampara,94,60,74.253052,87.111115,66.694443,3.3611112,33.305557,3803,1643,64.422829,3.8710668,35.577175,66.307564,3.4479611,0,0.30555555,0.6388889,0.13888888,0.8611111,0.027777778,0.69444442,64,84.027779,0.69444442,0,61.361115,8.0277777,58.777775,0,0.21719858,0.011347518,0.21719858,0.02996454,0.001595745
Uhana,Ampara,12,5,100,100,64,4,36,0,136,,,,74.117645,1.4705882,4,4,8,0,0,4,4,16,64,4,,36,4,36,0,1.3499999,0,0,0.15000001,0
Galenbidunuwewa,Anuradhapura,196,167,87.174614,91.792458,83.936317,0.35856429,16.063681,21762,6485,89.318138,0.14638492,10.681859,89.130325,0.15881883,38.040089,0.15059701,0.1828678,0.26533759,0.017928215,0.078884147,6.6298542,1.4342571,51.633259,6.9418049,0,65.348351,24.109863,72.300903,0.22948116,0.06186606,0.001497006,0.10277405,0.12513748,0.014786754
Galnewa,Anuradhapura,98,76,61.734692,73.147507,75.415512,0.84833795,24.58449,6074,1896,74.017387,1.3601979,25.982616,79.605263,0.76754385,50.484768,0.39819944,0.45013851,0.51939058,0.017313018,0.1731302,12.621192,1.4023545,56.25,6.25,0,62.326866,21.208448,64.421745,0.2770083,0.10526316,0.002148228,0.16447368,0.090762623,0.003356606
Horowpathana,Anuradhapura,510,383,28.027681,42.266972,72.449875,1.0368876,27.550123,43435,15325,78.258713,0.81419939,21.741285,80.002113,0.60996938,12.982568,0.083850868,0.11452801,0.092031434,0.006135429,0.006817143,6.4142504,1.5706699,38.291214,7.5159011,0,51.180386,12.795096,47.512764,0.082487442,0.21097119,0.005242411,0.090559565,0.064219527,0.004607587
Ipalogama,Anuradhapura,88,49,88.959198,88.129944,80.633072,0.37484381,19.366928,8333,1359,88.826088,0.056573693,11.173913,88.077972,0.099112488,8.1632652,0.83298624,0.87463558,0.87463558,0,0.12494794,7.038734,2.0408163,42.648895,13.494378,0,80.633072,20.158268,88.129944,0.37484381,0.42880332,0.014842301,0.07513915,0.033395175,0.011363637
Kahatagasdigiliya,Anuradhapura,326,295,67.079117,71.245041,81.917839,0.45963806,18.082159,24363,11963,86.730324,0.2496144,13.269677,87.376274,0.20911936,31.664465,0.088480324,0.11950589,0.15857513,0.008043665,0.039069235,6.6371732,2.8727376,56.122952,5.7925882,0,62.383221,21.253664,61.316864,0.77678829,0.055412289,0.005032755,0.10607258,0.099864826,0.010647811
Kebithigollewa,Anuradhapura,296,219,32.984844,39.707264,66.806366,1.1029795,33.193634,13139,6483,75.788071,0.63066453,24.211929,76.137383,0.64798909,19.215612,0.26896852,0.27730864,0.10008131,0.010425136,0.008340109,7.2579803,4.036613,35.236961,9.926816,0,60.968285,26.154583,56.078896,0.25228831,0.20401396,0.003470937,0.063186474,0.11409354,0.003949155
Kekirawa,Anuradhapura,215,172,62.520283,75.043945,70.091942,1.6360195,29.908056,14262,7139,78.596237,0.7829392,21.403765,76.461754,1.1036657,20.56517,0.098025955,0.14196862,0.27379665,0.013520822,0.074364521,4.1407518,1.3520821,47.065983,4.627501,0,59.792458,17.522985,60.694969,0.76054621,0.17306653,0.002704165,0.073120601,0.097349912,0.004570038
Mahawilachchiya,Anuradhapura,191,153,67.566681,83.728477,84.928871,0.10679653,15.071129,11787,3599,90.585342,0.036320064,9.4146595,90.39003,0.03632091,17.497543,0.008543722,0.076893508,0.25203982,0.034174889,0.25203982,6.8349781,2.6699131,36.157032,21.534452,0,73.30941,30.864199,82.536629,0.10679653,0.082161315,0.000307977,0.1191185,0.15361188,0.005783116
Medawachchiya,Anuradhapura,406,363,69.307671,76.26149,62.075298,4.0441985,37.924702,43368,11576,66.288788,3.1370008,33.711216,66.720596,3.0366807,12.048357,0.053123269,0.090309553,0.13736159,0.01593698,0.023526018,2.2129636,2.4656787,61.210148,4.7363191,0,60.35107,14.036685,72.930664,0.17075336,0.025248002,0.002198429,0.1715385,0.12550041,0.00694812
Mihinthale,Anuradhapura,172,154,72.05246,76.846855,86.224487,0.26986,13.775514,9178,4297,91.086609,0.090561002,8.913393,90.91227,0.094297133,41.32653,0.21082813,0.24456063,0.2614269,0.008433125,0.071681567,6.7465,2.8503964,45.606342,6.4133916,0,72.360428,28.352167,77.989548,0.42165625,0.043642405,0.001359106,0.063462704,0.22968891,0.006380248
Nachchaduwa,Anuradhapura,48,44,72.960068,78.564049,91.1157,0.20661157,8.8842993,3506,970,81.46035,0.66639006,18.539648,82.661667,0.60918462,11.621901,0.36157024,0.46487603,0.56818181,0.10330579,0.56818181,1.8595042,2.5309918,34.917355,1.8595042,0,52.892563,18.646694,46.487602,0.20661157,0.13683712,0.00189394,0.047348484,0.092803031,0.011837121
Nochchiyagama,Anuradhapura,458,156,23.283787,72.686554,63.182121,1.9888231,36.817879,20449,5042,74.974266,0.46895906,25.025734,74.48967,0.4419288,4.4748521,0.032873113,0.04109139,0.15203814,0.061637081,0.31640369,5.625411,6.9074621,52.469593,5.0336952,0,56.25,9.8660421,56.25,0.065746225,1.3799686,5.59848E-05,0.045473631,0.059133913,0.005598478
Nuwaragam Palatha Central,Anuradhapura,296,265,71.905815,75.985764,58.681381,2.2783909,41.318619,21883,7549,61.810207,2.9149878,38.189793,63.046661,2.6713521,3.2808828,0.098255612,0.11676753,0.15806337,0.002847989,0.039871842,2.5119259,2.5119259,48.210751,4.6265574,0,59.843361,17.545033,61.016731,0.11534354,0.096494131,0.001032636,0.075586431,0.14595869,0.003263641
Nuwaragam Palatha East,Anuradhapura,39,1,94.937538,0,100,0,0,94,15,100,0,0,100,0,100,0,0,100,0,0,0,0,0,100,,100,100,0,0,39,0,0,0,0
Padaviya,Anuradhapura,61,44,54.420856,59.710743,66.942154,2.5309918,33.05785,3414,1425,71.848541,1.9385418,28.151461,71.196175,2.0653908,6.25,1.1363636,1.2396694,0.87809914,0,0,7.4380169,2.5309918,56.25,3.3057852,0,66.942154,1.2913222,66.942154,0.051652893,0.2328614,0.001490313,0.013412817,0.083830103,0.062965721
Palagala,Anuradhapura,155,129,71.429764,80.860519,72.711975,0.48674959,27.288025,14296,4755,80.374298,0.34942281,19.6257,79.066505,0.37267992,32.906677,0.22234242,0.27041644,0.34252751,0.018027764,0.084129564,7.3613362,0.29445347,46.535667,9.1400757,0,71.39595,15.630071,79.472389,0.7271198,0.092473119,0.007201801,0.16824207,0.054463618,0.004051013
Palugaswewa,Anuradhapura,128,2,48.345947,100,25,0,75,98,31,50,0,50,50,0,0,25,25,0,0,0,0,0,25,0,,25,0,100,0,62.015625,0,0.00390625,0.00390625,0
Rajanganaya,Anuradhapura,17,11,100,100,100,0,0,2476,539,100,0,0,100,0,0,2.4793389,2.4793389,0.82644629,3.3057852,1.6528926,13.223141,0.82644629,52.892563,3.3057852,0,40.495869,0,52.892563,0.82644629,0.19251338,0.021390375,0.19251338,0.021390375,0.005347594
Rambewa,Anuradhapura,207,198,80.739342,81.728905,85.422401,0.43107846,14.577597,22373,8982,90.713989,0.12149384,9.2860136,89.23436,0.2266036,25,0.04846444,0.1402918,0.29078665,0.0127538,0.051015198,8.5807571,2.7777777,59.710743,4.7163558,0,76.341705,27.589022,69.444443,0.20661157,0.015249109,0.000609964,0.12648222,0.18045186,0.008807886
Thalawa,Anuradhapura,126,103,77.607712,72.994621,63.380146,2.4130454,36.619854,14374,3830,75.889717,0.65706551,24.110281,73.375748,1.1680905,9.0583467,0.13196343,0.23564897,0.38646433,0.075407669,0.21679705,10.264869,2.4130454,51.61655,13.611085,0,63.380146,17.428598,61.843719,1.5929871,0.069348134,0.000693481,0.1295269,0.12328555,0.011095701
Thambuththegama,Anuradhapura,40,38,100,100,70.914124,1.1080332,29.085873,10670,6410,83.247665,0.12035713,16.752333,80.70285,0.43845963,46.814404,0.2770083,0.2770083,0.62326866,0.069252074,1.5927978,5.6094179,1.1080332,66.551247,8.3795013,0,70.914124,11.703601,84.833794,0.2770083,0.002631579,0.000657895,0.14802632,0.19013157,0.016447369
Thirappane,Anuradhapura,209,168,70.914124,79.719383,74.49334,1.4172336,25.50666,17008,5559,80.00174,0.81544256,19.998259,80.2854,0.78808278,15.904903,0.095663264,0.14172335,0.33304989,0.003543084,0.081490926,4.850482,1.8742914,59.878117,4.850482,0,68.455925,33.336876,70.440056,3.4049037,0.12032924,0.000712007,0.074077241,0.16020164,0.00481317
Badulla,Badulla,5,2,100,100,100,0,0,231,81,100,0,0,100,0,0,50,50,0,0,0,0,0,25,25,,100,0,25,0,2.5,0,0,0,0
Bandarawela,Badulla,10,6,64,69.444443,25,11.111111,75,1455,810,41.237114,5.8419247,58.762886,46.913582,0.82304525,0,8.333333,8.333333,5.5555553,0,0,2.7777777,0,69.444443,69.444443,0,69.444443,0,69.444443,0,1.35,0,0.016666668,0,0
Ella,Badulla,3,2,100,100,100,0,0,835,137,100,0,0,100,0,0,25,25,25,0,0,100,0,25,100,0,100,0,0,0,1.5,0,0,0,0
Haldummulla,Badulla,57,52,59.587566,59.1716,40.27367,8.3210058,59.72633,1468,406,51.962379,4.7356424,48.037621,49.393711,5.8260703,0,1.0724852,1.7751479,0.073964491,0,0,0.33284023,7.2485209,50.6287,2.3668637,,0.92455626,0.33284023,33.284023,0.036982246,0.10931174,0.033738192,0.16329286,0.012145749,0.000337382
Hali-Ela,Badulla,15,12,87.111115,84.027779,84.027779,0.69444442,15.972224,2851,1172,88.83725,0.2572197,11.162753,84.783844,0.62571102,0.69444442,5.5555553,5.5555553,1.3888888,0,0,25,0,84.027779,34.027779,0,100,0,56.25,0,1.0888889,0.005555556,0,0,0
Haputale,Badulla,7,7,100,100,18.367348,18.367348,81.632652,408,227,5.3571429,26.785715,94.64286,4.7199497,15.481435,0,8.1632652,8.1632652,2.0408163,0,2.0408163,8.1632652,2.0408163,32.653061,18.367348,0,18.367348,0,2.0408163,0,0.73469388,0.020408165,0,0,0
Kandeketiya,Badulla,12,10,44.444443,36,36,9,64,400,119,6.5999999,23.775,93.400002,9.0756302,16.386555,0,8,8,1,0,0,0,1,64,0,,16,0,9,1,1.0083333,0.008333334,0,0,0
Lunugala,Badulla,4,3,100,100,100,0,0,392,107,100,0,0,100,0,0,22.222221,22.222221,11.111111,0,0,0,11.111111,100,11.111111,,44.444443,0,100,0,1.3333334,0,0,0,0
Mahiyanganaya,Badulla,97,27,64.661491,79.012344,85.733879,0,14.26612,2412,696,91.709663,0,8.2903404,91.79438,0,0,2.3319616,2.3319616,0.1371742,0.1371742,0.54869682,6.7215366,1.2345679,30.864199,6.7215366,0,39.643349,1.2345679,44.444443,0,2.5051546,0.013745705,0.01870943,0.001527301,0.000381825
Meegahakiula,Badulla,1,1,100,100,0,100,100,4,1,0,100,100,0,100,0,100,100,0,0,0,0,100,100,0,,0,0,0,0,1,0,0,0,0
Passara,Badulla,2,0,100,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Rideemaliyadda,Badulla,170,151,74.771629,74.119553,70.738121,1.9341257,29.261877,5079,2398,77.250305,1.0843246,22.749697,80.002373,0.6437484,0.039471954,0.52629268,0.58330774,0.026314635,0,0.008771545,3.4384458,3.1972282,66.352356,19.104425,0,65.27784,0.004385773,58.001842,0.004385773,0.57035446,0.045033112,0.005609661,0.000155824,3.8956E-05
Soranathota,Badulla,3,2,100,100,25,0,75,13,65,50,0,50,10,0,0,50,50,0,0,0,0,0,100,0,,25,0,25,0,1.5,0,0,0,0
Uvaparanagama,Badulla,43,19,90.914009,80.055405,39.889194,6.9252081,60.110806,3455,911,46.815449,6.8093534,53.184551,44.647297,7.7127509,0,4.1551247,4.1551247,0.2770083,0.2770083,0,6.9252081,0.2770083,22.437672,1.1080332,,22.437672,0,33.518005,0,2.2631578,0,0,0,0
Welimada,Badulla,32,22,82.128906,82.644623,82.644623,0.20661157,17.355375,5716,1376,88.141739,0.13836758,11.858264,88.530655,0.11892178,0,2.8925619,2.8925619,0.41322315,0.20661157,0,20.661156,0.20661157,34.917355,20.661156,0,20.661156,0,20.661156,0,1.3650568,0,0,0.001420455,0
Eravur Pattu,Batticaloa,102,87,54.065742,54.115471,19.077818,1.5986259,80.92218,4044,1631,36.69009,1.0255011,63.30991,35.081787,2.4884248,1.0701545,0.092482492,0.73985994,0.11890607,0.079270706,0.066058926,5.2847142,39.965649,80.380501,3.3822169,0,11.111111,0.84555423,11.111111,0.47562426,0.10829389,0.022086997,0.064908721,0.054541357,0.013635339
Koralai Pattu Central,Batticaloa,1,0,100,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Koralai Pattu North,Batticaloa,112,68,22.393177,32.893597,13.516436,1.0596886,86.483566,22483,8790,22.762297,2.1519527,77.237701,24.865322,1.873787,0.021626297,0.08650519,1.384083,0.064878888,0,0,1.0596886,2.1626296,72.75087,0.34602076,0,1.0596886,0.08650519,3.1141868,0.021626297,0.50472689,0.00052521,0.052521009,0.04740021,0.010635504
Koralai Pattu South,Batticaloa,136,95,39.987026,59.047089,17.728531,9.3185596,82.271469,3015,2988,21.925461,13.617876,78.074539,20.305784,12.096104,0.2770083,0.25484765,0.54293633,0.12188366,0.099722996,0.18836565,2.4930747,45.385044,83.867035,1.8725762,0,15.168975,1.5955679,14.360111,0.54293627,0.27863777,0.00123839,0.1003096,0.034133129,0.01741486
Manmunai North,Batticaloa,2,2,100,100,100,0,0,0,117,,,,100,0,0,0,0,50,0,0,0,25,100,0,,25,0,25,0,0,0,0.25,0.25,0
Manmunai Pattu,Batticaloa,6,6,100,100,25,0,75,41,141,50,0,50,50,0,0,5.5555553,8.333333,0,0,0,0,0,100,0,,2.7777777,0,25,0,0.027777778,0.11111111,0.027777778,0.027777778,0.027777778
Manmunai South & Eruvil Pattu,Batticaloa,27,25,79.012344,77.440002,1.4400001,70.559998,98.559998,3655,790,1.6678522,70.049797,98.332146,1.4886076,71.453163,0,3.6800001,3.8399999,0,0,0,0,77.440002,100,0.16,,84.639999,31.360001,92.160004,7.8400002,0.013333333,0.001481482,0.037037037,0.17925926,0.072592594
Manmunai South West,Batticaloa,26,20,78.25444,81,4,16,96,1102,293,6.8239565,23.629765,93.176041,9.2832766,19.385666,0,0,1.25,0.25,0.75,1,4,56.25,64,4,0,25,1,25,2.25,0.49230769,0.017307693,0.069230773,0.001923077,0
Manmunai West,Batticaloa,46,39,91.493385,94.937538,5.3254437,51.545033,94.674561,1534,602,11.628724,35.616619,88.371277,12.765141,32.081097,0,0,0.92044711,0.5259698,0.19723867,0.85470086,3.2215645,63.182121,80.539124,1.0519396,0,9.4674549,0.065746225,9.4674549,0,0.29487181,0.020066891,0.10925307,0.005016723,0
Porativu Pattu,Batticaloa,19,16,100,100,31.640625,19.140625,68.359375,231,160,56.25,0,43.75,56.25,0,0,2.734375,6.25,0,0,0,0.390625,25,76.5625,0.390625,,6.25,0,39.0625,0.390625,0.052631579,0.013157895,0.11842106,0.052631579,0.029605264
Ambalantota,Hambantota,78,55,92.45562,92.859505,64,2.1157026,36,3648,1697,62.105263,3.2535887,37.894737,67.74308,2.2285316,0.82644629,0.72727275,1.1239669,0.29752067,0.099173553,0.13223141,9.5537186,2.677686,58.314053,3.3057852,0,47.735538,19.041323,40.495869,1.6198348,0.30209789,0.028205128,0.14568765,0.005827506,0.0002331
Angunakolapelessa,Hambantota,115,67,100,100,72.376915,1.8044107,27.623081,5002,1164,74.376518,1.6569492,25.62348,75.280815,1.4886905,15.059032,0.2895968,0.60147023,0.11138338,0.15593673,0.57919359,21.407887,2.6954777,22.811316,27.288929,0,28.870571,1.4257072,53.486301,0.35642681,0.61791044,0.062816352,0.051914338,0.002076574,0
